Date,PST,Inflow
19950429,0000,m
19950430,0000,6368
19950501,0000,8457
19950502,0000,6762
19950503,0000,4913
19950504,0000,4273
19950505,0000,m
19950506,0000,m
19950507,0000,3488
19950508,0000,3284
19950509,0000,3157
19950510,0000,2856
19950511,0000,2971
19950512,0000,m
19950513,0000,m
19950514,0000,2846
19950515,0000,2760
19950516,0000,2658
19950517,0000,m
19950518,0000,2668
19950519,0000,m
19950520,0000,m
19950521,0000,4675
19950522,0000,5111
19950523,0000,4583
19950524,0000,4680
19950525,0000,4067
19950526,0000,m
19950527,0000,m
19950528,0000,m
19950529,0000,5161
19950530,0000,5702
19950531,0000,6179
19950601,0000,6796
19950602,0000,m
19950603,0000,m
19950604,0000,6149
19950605,0000,6879
19950606,0000,5127
19950607,0000,3947
19950608,0000,3274
19950609,0000,m
19950610,0000,m
19950611,0000,4910
19950612,0000,6056
19950613,0000,6018
19950614,0000,m
19950615,0000,5219
19950616,0000,m
19950617,0000,m
19950618,0000,3403
19950619,0000,3916
19950620,0000,4039
19950621,0000,m
19950622,0000,4164
19950623,0000,m
19950624,0000,m
19950625,0000,6310
19950626,0000,6151
19950627,0000,6027
19950628,0000,m
19950629,0000,5674
19950630,0000,m
19950701,0000,m
19950702,0000,5007
19950703,0000,m
19950704,0000,m
19950705,0000,4523
19950706,0000,4871
19950707,0000,m
19950708,0000,m
19950709,0000,4704
19950710,0000,4496
19950711,0000,4106
19950712,0000,3165
19950713,0000,2612
19950714,0000,m
19950715,0000,m
19950716,0000,2431
19950717,0000,2705
19950718,0000,3138
19950719,0000,2104
19950720,0000,1222
19950721,0000,m
19950722,0000,m
19950723,0000,m
19950724,0000,1698
19950725,0000,1256
19950726,0000,1207
19950727,0000,1179
19950728,0000,m
19950729,0000,m
19950730,0000,1851
19950731,0000,1633
19950801,0000,1166
19950802,0000,1013
19950803,0000,m
19950804,0000,m
19950805,0000,m
19950806,0000,890
19950807,0000,974
19950808,0000,946
19950809,0000,571
19950810,0000,425
19950811,0000,m
19950812,0000,m
19950813,0000,685
19950814,0000,643
19950815,0000,725
19950816,0000,925
19950817,0000,923
19950818,0000,m
19950819,0000,m
19950820,0000,880
19950821,0000,887
19950822,0000,892
19950823,0000,836
19950824,0000,596
19950825,0000,m
19950826,0000,m
19950827,0000,280
19950828,0000,558
19950829,0000,727
19950830,0000,653
19950831,0000,695
19950901,0000,m
19950902,0000,m
19950903,0000,m
19950904,0000,929
19950905,0000,878
19950906,0000,321
19950907,0000,m
19950908,0000,m
19950909,0000,m
19950910,0000,832
19950911,0000,891
19950912,0000,876
19950913,0000,862
19950914,0000,886
19950915,0000,m
19950916,0000,m
19950917,0000,903
19950918,0000,881
19950919,0000,889
19950920,0000,889
19950921,0000,825
19950922,0000,m
19950923,0000,m
19950924,0000,898
19950925,0000,888
19950926,0000,914
19950927,0000,868
19950928,0000,m
19950929,0000,m
19950930,0000,m
19951001,0000,330
19951002,0000,125
19951003,0000,388
19951004,0000,789
19951005,0000,805
19951006,0000,m
19951007,0000,m
19951008,0000,m
19951009,0000,744
19951010,0000,847
19951011,0000,867
19951012,0000,888
19951013,0000,m
19951014,0000,m
19951015,0000,899
19951016,0000,868
19951017,0000,861
19951018,0000,896
19951019,0000,824
19951020,0000,m
19951021,0000,m
19951022,0000,883
19951023,0000,906
19951024,0000,957
19951025,0000,881
19951026,0000,853
19951027,0000,m
19951028,0000,m
19951029,0000,904
19951030,0000,925
19951031,0000,925
19951101,0000,867
19951102,0000,775
19951103,0000,m
19951104,0000,m
19951105,0000,556
19951106,0000,576
19951107,0000,677
19951108,0000,152
19951109,0000,m
19951110,0000,m
19951111,0000,m
19951112,0000,1002
19951113,0000,598
19951114,0000,658
19951115,0000,653
19951116,0000,413
19951117,0000,m
19951118,0000,m
19951119,0000,624
19951120,0000,604
19951121,0000,479
19951122,0000,m
19951123,0000,m
19951124,0000,m
19951125,0000,m
19951126,0000,537
19951127,0000,632
19951128,0000,557
19951129,0000,351
19951130,0000,363
19951201,0000,m
19951202,0000,m
19951203,0000,574
19951204,0000,658
19951205,0000,703
19951206,0000,688
19951207,0000,533
19951208,0000,m
19951209,0000,m
19951210,0000,624
19951211,0000,799
19951212,0000,m
19951213,0000,1553
19951214,0000,488
19951215,0000,m
19951216,0000,m
19951217,0000,m
19951218,0000,m
19951219,0000,m
19951220,0000,m
19951221,0000,m
19951222,0000,m
19951223,0000,m
19951224,0000,m
19951225,0000,m
19951226,0000,m
19951227,0000,m
19951228,0000,m
19951229,0000,m
19951230,0000,m
19951231,0000,m
19960101,0000,m
19960102,0000,m
19960103,0000,m
19960104,0000,m
19960105,0000,m
19960106,0000,m
19960107,0000,468
19960108,0000,461
19960109,0000,522
19960110,0000,435
19960111,0000,346
19960112,0000,m
19960113,0000,m
19960114,0000,m
19960115,0000,396
19960116,0000,981
19960117,0000,1340
19960118,0000,545
19960119,0000,m
19960120,0000,m
19960121,0000,569
19960122,0000,611
19960123,0000,513
19960124,0000,921
19960125,0000,2218
19960126,0000,m
19960127,0000,m
19960128,0000,1734
19960129,0000,1251
19960130,0000,886
19960131,0000,731
19960201,0000,707
19960204,0000,1747
19960205,0000,4841
19960207,0000,1658
19960208,0000,2150
19960212,0000,1233
19960213,0000,1253
19960214,0000,1313
19960215,0000,1302
19960219,0000,2331
19960221,0000,4526
19960222,0000,3349
19960225,0000,2003
19960226,0000,1753
19960227,0000,1653
19960228,0000,1468
19960229,0000,1770
19960303,0000,1645
19960304,0000,2782
19960305,0000,4075
19960306,0000,2762
19960310,0000,2103
19960311,0000,2150
19960312,0000,2478
19960313,0000,2301
19960314,0000,2123
19960317,0000,1892
19960318,0000,1972
19960320,0000,2016
19960321,0000,2048
19960324,0000,1789
19960325,0000,1726
19960326,0000,1667
19960327,0000,1442
19960328,0000,2062
19960331,0000,1616
19960401,0000,2151
19960402,0000,2359
19960403,0000,m
19960404,0000,m
19960405,0000,m
19960406,0000,m
19960407,0000,1841
19960408,0000,1911
19960409,0000,m
19960410,0000,m
19960411,0000,1703
19960412,0000,m
19960413,0000,m
19960414,0000,1534
19960415,0000,m
19960416,0000,m
19960417,0000,2347
19960418,0000,2295
19960419,0000,m
19960420,0000,m
19960421,0000,1798
19960422,0000,1666
19960423,0000,1685
19960424,0000,1756
19960425,0000,m
19960426,0000,m
19960427,0000,m
19960428,0000,m
19960429,0000,1799
19960430,0000,m
19960501,0000,m
19960502,0000,2019
19960503,0000,m
19960504,0000,m
19960505,0000,1898
19960506,0000,1861
19960507,0000,m
19960508,0000,1880
19960509,0000,1830
19960510,0000,m
19960511,0000,m
19960512,0000,3602
19960513,0000,4127
19960514,0000,4069
19960515,0000,4321
19960516,0000,16287
19960517,0000,m
19960518,0000,m
19960519,0000,5228
19960520,0000,3357
19960521,0000,m
19960522,0000,3464
19960523,0000,m
19960524,0000,m
19960525,0000,m
19960526,0000,m
19960527,0000,2490
19960528,0000,2526
19960529,0000,2352
19960530,0000,2504
19960531,0000,m
19960601,0000,m
19960602,0000,2904
19960603,0000,3256
19960604,0000,m
19960605,0000,3250
19960606,0000,m
19960607,0000,m
19960608,0000,m
19960609,0000,m
19960610,0000,m
19960611,0000,m
19960612,0000,m
19960613,0000,1466
19960614,0000,m
19960615,0000,m
19960616,0000,1408
19960617,0000,1288
19960618,0000,1267
19960619,0000,1245
19960620,0000,m
19960621,0000,m
19960622,0000,m
19960623,0000,1106
19960624,0000,m
19960625,0000,m
19960626,0000,1139
19960627,0000,1063
19960628,0000,m
19960629,0000,m
19960630,0000,933
19960701,0000,913
19960702,0000,920
19960703,0000,m
19960704,0000,844
19960705,0000,m
19960706,0000,m
19960707,0000,767
19960708,0000,735
19960709,0000,810
19960710,0000,m
19960711,0000,m
19960712,0000,m
19960713,0000,m
19960714,0000,m
19960715,0000,m
19960716,0000,m
19960717,0000,m
19960718,0000,m
19960719,0000,m
19960720,0000,m
19960721,0000,m
19960722,0000,m
19960723,0000,m
19960724,0000,m
19960725,0000,m
19960726,0000,m
19960727,0000,m
19960728,0000,m
19960729,0000,m
19960730,0000,m
19960731,0000,m
19960801,0000,m
19960802,0000,m
19960803,0000,m
19960804,0000,m
19960805,0000,m
19960806,0000,m
19960807,0000,m
19960808,0000,m
19960809,0000,m
19960810,0000,m
19960811,0000,m
19960812,0000,m
19960813,0000,m
19960814,0000,m
19960815,0000,m
19960816,0000,m
19960817,0000,m
19960818,0000,m
19960819,0000,m
19960820,0000,m
19960821,0000,m
19960822,0000,221
19960823,0000,517
19960824,0000,738
19960825,0000,858
19960826,0000,912
19960827,0000,789
19960828,0000,810
19960829,0000,822
19960830,0000,787
19960831,0000,838
19960901,0000,630
19960902,0000,631
19960903,0000,613
19960904,0000,729
19960905,0000,628
19960906,0000,658
19960907,0000,653
19960908,0000,658
19960909,0000,618
19960910,0000,643
19960911,0000,588
19960912,0000,423
19960913,0000,487
19960914,0000,642
19960915,0000,717
19960916,0000,708
19960917,0000,652
19960918,0000,623
19960919,0000,695
19960920,0000,614
19960921,0000,634
19960922,0000,529
19960923,0000,349
19960924,0000,318
19960925,0000,489
19960926,0000,265
19960927,0000,252
19960928,0000,251
19960929,0000,351
19960930,0000,228
19961001,0000,342
19961002,0000,282
19961003,0000,343
19961004,0000,299
19961005,0000,220
19961006,0000,316
19961007,0000,271
19961008,0000,238
19961009,0000,259
19961010,0000,m
19961011,0000,243
19961012,0000,253
19961013,0000,233
19961014,0000,474
19961015,0000,629
19961016,0000,705
19961017,0000,731
19961018,0000,710
19961019,0000,627
19961020,0000,723
19961021,0000,687
19961022,0000,677
19961023,0000,768
19961024,0000,627
19961025,0000,638
19961026,0000,717
19961027,0000,665
19961028,0000,754
19961029,0000,598
19961030,0000,722
19961031,0000,776
19961101,0000,696
19961102,0000,696
19961103,0000,626
19961104,0000,676
19961105,0000,687
19961106,0000,687
19961107,0000,642
19961108,0000,677
19961109,0000,677
19961110,0000,617
19961111,0000,717
19961112,0000,638
19961113,0000,348
19961114,0000,709
19961115,0000,699
19961116,0000,650
19961117,0000,894
19961118,0000,1734
19961119,0000,1192
19961120,0000,1154
19961121,0000,1006
19961122,0000,1920
19961123,0000,1511
19961124,0000,1066
19961125,0000,1051
19961126,0000,859
19961127,0000,892
19961128,0000,851
19961129,0000,851
19961130,0000,875
19961201,0000,889
19961202,0000,893
19961203,0000,808
19961204,0000,827
19961205,0000,3187
19961206,0000,2033
19961207,0000,1486
19961208,0000,1233
19961209,0000,1293
19961210,0000,2576
19961211,0000,2532
19961212,0000,5891
19961213,0000,4186
19961214,0000,2685
19961215,0000,1965
19961216,0000,1715
19961217,0000,1534
19961218,0000,1399
19961219,0000,1340
19961220,0000,1192
19961221,0000,3314
19961222,0000,2533
19961223,0000,1270
19961224,0000,1163
19961225,0000,1091
19961226,0000,1363
19961227,0000,1363
19961228,0000,-9999
19961229,0000,-9999
19961230,0000,5184
19961231,0000,6237
19970101,0000,16670
19970102,0000,32759
19970103,0000,18581
19970104,0000,9795
19970105,0000,6812
19970106,0000,5008
19970107,0000,4150
19970108,0000,3592
19970109,0000,3326
19970110,0000,3326
19970111,0000,2490
19970112,0000,2497
19970113,0000,2222
19970114,0000,1981
19970115,0000,1964
19970116,0000,1963
19970117,0000,-9999
19970118,0000,1963
19970119,0000,-9999
19970120,0000,1995
19970121,0000,2165
19970122,0000,3493
19970123,0000,4983
19970124,0000,3233
19970125,0000,5668
19970126,0000,9537
19970127,0000,6163
19970128,0000,4607
19970129,0000,3906
19970130,0000,3289
19970131,0000,3129
19970201,0000,3000
19970202,0000,2919
19970203,0000,2685
19970204,0000,2581
19970205,0000,2330
19970206,0000,2192
19970207,0000,1937
19970208,0000,1825
19970209,0000,1866
19970210,0000,1789
19970211,0000,1618
19970212,0000,1752
19970213,0000,1759
19970214,0000,1666
19970215,0000,1554
19970216,0000,1618
19970217,0000,1710
19970218,0000,1677
19970219,0000,1611
19970220,0000,1763
19970221,0000,1699
19970222,0000,1716
19970223,0000,1609
19970224,0000,1598
19970225,0000,1582
19970226,0000,1569
19970227,0000,1482
19970228,0000,1588
19970301,0000,1571
19970302,0000,1510
19970303,0000,1493
19970304,0000,1467
19970305,0000,1454
19970306,0000,1338
19970307,0000,1533
19970308,0000,1387
19970309,0000,1404
19970310,0000,1491
19970311,0000,1401
19970312,0000,1476
19970313,0000,1392
19970314,0000,m
19970315,0000,m
19970316,0000,1525
19970317,0000,1495
19970318,0000,1418
19970319,0000,1432
19970320,0000,1576
19970321,0000,1504
19970322,0000,1432
19970323,0000,1549
19970324,0000,1540
19970325,0000,1613
19970326,0000,1588
19970327,0000,1615
19970328,0000,1614
19970329,0000,1488
19970330,0000,1548
19970331,0000,1444
19970401,0000,1510
19970402,0000,1367
19970403,0000,1346
19970404,0000,1272
19970405,0000,1362
19970406,0000,1275
19970407,0000,1318
19970408,0000,1255
19970409,0000,1317
19970410,0000,1236
19970411,0000,1307
19970412,0000,1188
19970413,0000,1253
19970414,0000,1326
19970415,0000,1268
19970416,0000,1339
19970417,0000,1393
19970418,0000,1492
19970419,0000,1803
19970420,0000,1734
19970421,0000,1654
19970422,0000,1711
19970423,0000,1711
19970424,0000,1598
19970425,0000,1611
19970426,0000,1477
19970427,0000,1564
19970428,0000,1564
19970429,0000,1764
19970430,0000,2525
19970501,0000,2904
19970502,0000,2793
19970503,0000,1935
19970504,0000,1885
19970505,0000,1894
19970506,0000,1730
19970507,0000,1560
19970508,0000,2068
19970509,0000,2113
19970510,0000,2605
19970511,0000,3107
19970512,0000,2113
19970513,0000,3302
19970514,0000,3557
19970515,0000,3583
19970516,0000,3853
19970517,0000,3319
19970518,0000,3158
19970519,0000,3662
19970520,0000,4025
19970521,0000,3702
19970522,0000,1585
19970523,0000,1585
19970524,0000,1769
19970525,0000,1523
19970526,0000,1396
19970527,0000,1396
19970528,0000,1116
19970529,0000,1402
19970530,0000,1835
19970531,0000,2305
19970601,0000,2210
19970602,0000,2211
19970603,0000,1903
19970604,0000,1823
19970605,0000,2123
19970606,0000,4925
19970607,0000,1697
19970608,0000,1306
19970609,0000,2984
19970610,0000,1496
19970611,0000,1190
19970612,0000,1072
19970613,0000,1034
19970614,0000,1005
19970615,0000,1209
19970616,0000,1006
19970617,0000,1205
19970618,0000,1074
19970619,0000,989
19970620,0000,1074
19970621,0000,1083
19970622,0000,930
19970623,0000,930
19970624,0000,1019
19970625,0000,948
19970626,0000,923
19970627,0000,870
19970628,0000,693
19970629,0000,628
19970630,0000,663
19970701,0000,663
19970702,0000,631
19970703,0000,663
19970704,0000,576
19970705,0000,406
19970706,0000,461
19970707,0000,461
19970708,0000,492
19970709,0000,614
19970710,0000,694
19970711,0000,543
19970712,0000,642
19970713,0000,592
19970714,0000,642
19970715,0000,617
19970716,0000,586
19970717,0000,431
19970718,0000,541
19970719,0000,655
19970720,0000,550
19970721,0000,621
19970722,0000,427
19970723,0000,628
19970724,0000,610
19970725,0000,587
19970726,0000,567
19970727,0000,632
19970728,0000,582
19970729,0000,659
19970730,0000,370
19970731,0000,567
19970801,0000,556
19970802,0000,581
19970803,0000,436
19970804,0000,588
19970805,0000,885
19970806,0000,1438
19970807,0000,840
19970808,0000,572
19970809,0000,554
19970810,0000,547
19970811,0000,591
19970812,0000,576
19970813,0000,650
19970814,0000,515
19970815,0000,575
19970816,0000,685
19970817,0000,565
19970818,0000,680
19970819,0000,597
19970820,0000,642
19970821,0000,577
19970822,0000,622
19970823,0000,537
19970824,0000,578
19970825,0000,681
19970826,0000,600
19970827,0000,620
19970828,0000,625
19970829,0000,462
19970830,0000,532
19970831,0000,522
19970901,0000,556
19970902,0000,654
19970903,0000,522
19970904,0000,624
19970905,0000,635
19970906,0000,561
19970907,0000,574
19970908,0000,643
19970909,0000,583
19970910,0000,622
19970911,0000,554
19970912,0000,600
19970913,0000,539
19970914,0000,581
19970915,0000,600
19970916,0000,521
19970917,0000,611
19970918,0000,528
19970919,0000,632
19970920,0000,597
19970921,0000,592
19970922,0000,680
19970923,0000,589
19970924,0000,393
19970925,0000,643
19970926,0000,582
19970927,0000,523
19970928,0000,628
19970929,0000,621
19970930,0000,505
19971001,0000,520
19971002,0000,715
19971003,0000,682
19971004,0000,527
19971005,0000,618
19971006,0000,578
19971007,0000,598
19971008,0000,423
19971009,0000,484
19971010,0000,776
19971011,0000,637
19971012,0000,658
19971013,0000,609
19971014,0000,609
19971015,0000,394
19971016,0000,395
19971017,0000,612
19971018,0000,586
19971019,0000,562
19971020,0000,633
19971021,0000,669
19971022,0000,627
19971023,0000,678
19971024,0000,727
19971025,0000,688
19971026,0000,629
19971027,0000,679
19971028,0000,623
19971029,0000,680
19971030,0000,554
19971031,0000,643
19971101,0000,550
19971102,0000,651
19971103,0000,671
19971104,0000,676
19971105,0000,568
19971106,0000,598
19971107,0000,680
19971108,0000,608
19971109,0000,538
19971110,0000,744
19971111,0000,624
19971112,0000,654
19971113,0000,720
19971114,0000,753
19971115,0000,723
19971116,0000,498
19971117,0000,634
19971118,0000,709
19971119,0000,664
19971120,0000,624
19971121,0000,700
19971122,0000,691
19971123,0000,691
19971124,0000,701
19971125,0000,682
19971126,0000,878
19971127,0000,939
19971128,0000,783
19971129,0000,673
19971130,0000,693
19971201,0000,170
19971202,0000,133
19971203,0000,122
19971204,0000,142
19971205,0000,606
19971206,0000,700
19971207,0000,885
19971208,0000,1010
19971209,0000,767
19971210,0000,636
19971211,0000,529
19971212,0000,622
19971213,0000,597
19971214,0000,607
19971215,0000,517
19971216,0000,578
19971217,0000,688
19971218,0000,338
19971219,0000,448
19971220,0000,368
19971221,0000,368
19971222,0000,418
19971223,0000,252
19971224,0000,332
19971225,0000,122
19971226,0000,223
19971227,0000,148
19971228,0000,214
19971229,0000,213
19971230,0000,182
19971231,0000,192
19980101,0000,222
19980102,0000,272
19980103,0000,332
19980104,0000,488
19980105,0000,253
19980106,0000,278
19980107,0000,273
19980108,0000,253
19980109,0000,335
19980110,0000,420
19980111,0000,895
19980112,0000,2186
19980113,0000,1525
19980114,0000,1069
19980115,0000,3648
19980116,0000,3081
19980117,0000,2398
19980118,0000,1968
19980119,0000,2258
19980120,0000,1559
19980121,0000,1121
19980122,0000,966
19980123,0000,1047
19980124,0000,853
19980125,0000,863
19980126,0000,793
19980127,0000,717
19980128,0000,494
19980129,0000,1395
19980130,0000,1081
19980131,0000,965
19980201,0000,653
19980202,0000,653
19980203,0000,7337
19980204,0000,3278
19980205,0000,2229
19980206,0000,2798
19980207,0000,3571
19980208,0000,3534
19980209,0000,2686
19980210,0000,2289
19980211,0000,2206
19980212,0000,1998
19980213,0000,1854
19980214,0000,2504
19980215,0000,2475
19980216,0000,2014
19980217,0000,1718
19980218,0000,1550
19980219,0000,1986
19980220,0000,1883
19980221,0000,1973
19980222,0000,2378
19980223,0000,2416
19980224,0000,2114
19980225,0000,1894
19980226,0000,1561
19980227,0000,1549
19980228,0000,1471
19980301,0000,1446
19980302,0000,1381
19980303,0000,1336
19980304,0000,1356
19980305,0000,1421
19980306,0000,1409
19980307,0000,1210
19980308,0000,1333
19980309,0000,1201
19980310,0000,1285
19980311,0000,1259
19980312,0000,1164
19980313,0000,1258
19980314,0000,1293
19980315,0000,1289
19980316,0000,1336
19980317,0000,1355
19980318,0000,1457
19980319,0000,1464
19980320,0000,1624
19980321,0000,1574
19980322,0000,1647
19980323,0000,1997
19980324,0000,5883
19980325,0000,7351
19980326,0000,4221
19980327,0000,3336
19980328,0000,2902
19980329,0000,2414
19980330,0000,2235
19980331,0000,2313
19980401,0000,2265
19980402,0000,2121
19980403,0000,2437
19980404,0000,2187
19980405,0000,1973
19980406,0000,2004
19980407,0000,2030
19980408,0000,1899
19980409,0000,1854
19980410,0000,1690
19980411,0000,1665
19980412,0000,1763
19980413,0000,2093
19980414,0000,2137
19980415,0000,1992
19980416,0000,1854
19980417,0000,1902
19980418,0000,1859
19980419,0000,1809
19980420,0000,2177
19980421,0000,2319
19980422,0000,2260
19980423,0000,2779
19980424,0000,2603
19980425,0000,2487
19980426,0000,2292
19980427,0000,2378
19980428,0000,2588
19980429,0000,2683
19980430,0000,2875
19980501,0000,2907
19980502,0000,3225
19980503,0000,3607
19980504,0000,3216
19980505,0000,3372
19980506,0000,3167
19980507,0000,2862
19980508,0000,2690
19980509,0000,2710
19980510,0000,2819
19980511,0000,2626
19980512,0000,2543
19980513,0000,2577
19980514,0000,2410
19980515,0000,2093
19980516,0000,2353
19980517,0000,2597
19980518,0000,2456
19980519,0000,2529
19980520,0000,2493
19980521,0000,2544
19980522,0000,2482
19980523,0000,2560
19980524,0000,2563
19980525,0000,3024
19980526,0000,3041
19980527,0000,2554
19980528,0000,2742
19980529,0000,2800
19980530,0000,2561
19980531,0000,2494
19980601,0000,2925
19980602,0000,3004
19980603,0000,3024
19980604,0000,3276
19980605,0000,3327
19980606,0000,3534
19980607,0000,4559
19980608,0000,4182
19980609,0000,4878
19980610,0000,4866
19980611,0000,5359
19980612,0000,5130
19980613,0000,5644
19980614,0000,5497
19980615,0000,5371
19980616,0000,5369
19980617,0000,4770
19980618,0000,4512
19980619,0000,6228
19980620,0000,6268
19980621,0000,6034
19980622,0000,6097
19980623,0000,5441
19980624,0000,4850
19980625,0000,5268
19980626,0000,5798
19980627,0000,5093
19980628,0000,4709
19980629,0000,5003
19980630,0000,4896
19980701,0000,4155
19980702,0000,3996
19980703,0000,4131
19980704,0000,3793
19980705,0000,3791
19980706,0000,3555
19980707,0000,3909
19980708,0000,3383
19980709,0000,3396
19980710,0000,3086
19980711,0000,2975
19980712,0000,2487
19980713,0000,1977
19980714,0000,1748
19980715,0000,1916
19980716,0000,1071
19980717,0000,1071
19980718,0000,1155
19980719,0000,1168
19980720,0000,1089
19980721,0000,1061
19980722,0000,1133
19980723,0000,987
19980724,0000,965
19980725,0000,982
19980726,0000,951
19980727,0000,931
19980728,0000,825
19980729,0000,956
19980730,0000,834
19980731,0000,866
19980801,0000,933
19980802,0000,921
19980803,0000,908
19980804,0000,710
19980805,0000,864
19980806,0000,849
19980807,0000,819
19980808,0000,m
19980809,0000,815
19980810,0000,924
19980811,0000,926
19980812,0000,m
19980813,0000,889
19980814,0000,867
19980815,0000,873
19980816,0000,870
19980817,0000,879
19980818,0000,876
19980819,0000,847
19980820,0000,916
19980821,0000,861
19980822,0000,911
19980823,0000,m
19980824,0000,866
19980825,0000,886
19980826,0000,880
19980827,0000,876
19980828,0000,915
19980829,0000,922
19980830,0000,922
19980831,0000,856
19980901,0000,899
19980902,0000,847
19980903,0000,904
19980904,0000,851
19980905,0000,850
19980906,0000,906
19980907,0000,878
19980908,0000,910
19980909,0000,844
19980910,0000,896
19980911,0000,820
19980912,0000,850
19980913,0000,807
19980914,0000,909
19980915,0000,879
19980916,0000,826
19980917,0000,829
19980918,0000,668
19980919,0000,651
19980920,0000,674
19980921,0000,728
19980922,0000,729
19980923,0000,724
19980924,0000,610
19980925,0000,609
19980926,0000,671
19980927,0000,681
19980928,0000,767
19980929,0000,681
19980930,0000,649
19981001,0000,808
19981002,0000,739
19981003,0000,688
19981004,0000,699
19981005,0000,691
19981006,0000,788
19981007,0000,662
19981008,0000,810
19981009,0000,706
19981010,0000,692
19981011,0000,709
19981012,0000,734
19981013,0000,679
19981014,0000,394
19981015,0000,676
19981016,0000,596
19981017,0000,747
19981018,0000,597
19981019,0000,647
19981020,0000,653
19981021,0000,425
19981022,0000,421
19981023,0000,576
19981024,0000,740
19981025,0000,615
19981026,0000,725
19981027,0000,607
19981028,0000,767
19981029,0000,650
19981030,0000,640
19981031,0000,610
19981101,0000,630
19981102,0000,660
19981103,0000,620
19981104,0000,610
19981105,0000,632
19981106,0000,610
19981107,0000,657
19981108,0000,555
19981109,0000,613
19981110,0000,609
19981111,0000,709
19981112,0000,592
19981113,0000,697
19981114,0000,618
19981115,0000,608
