Date,PST,Inflow
19950430,0000,18057
19950501,0000,29251
19950502,0000,31392
19950503,0000,20628
19950504,0000,12976
19950505,0000,12419
19950506,0000,11773
19950507,0000,10994
19950508,0000,9842
19950509,0000,8135
19950510,0000,7581
19950511,0000,6606
19950512,0000,5581
19950513,0000,5569
19950514,0000,4983
19950515,0000,4844
19950516,0000,4165
19950517,0000,4318
19950518,0000,4317
19950519,0000,m
19950520,0000,5800
19950521,0000,6142
19950522,0000,6399
19950523,0000,6990
19950524,0000,8158
19950525,0000,8586
19950526,0000,8766
19950527,0000,9205
19950528,0000,9292
19950529,0000,9433
19950530,0000,9778
19950531,0000,10157
19950601,0000,m
19950602,0000,m
19950603,0000,m
19950604,0000,10224
19950605,0000,10866
19950606,0000,8393
19950607,0000,6503
19950608,0000,5533
19950609,0000,5624
19950610,0000,5428
19950611,0000,6292
19950612,0000,7095
19950613,0000,7198
19950614,0000,7570
19950615,0000,9775
19950616,0000,9856
19950617,0000,7069
19950618,0000,6403
19950619,0000,6682
19950620,0000,6270
19950621,0000,5811
19950622,0000,5159
19950623,0000,5365
19950624,0000,6091
19950625,0000,6881
19950626,0000,m
19950627,0000,8227
19950628,0000,8364
19950629,0000,7367
19950630,0000,6693
19950701,0000,6171
19950702,0000,m
19950703,0000,5437
19950704,0000,5157
19950705,0000,4647
19950706,0000,4435
19950707,0000,3880
19950708,0000,4174
19950709,0000,4233
19950710,0000,4223
19950711,0000,3847
19950712,0000,3932
19950713,0000,3148
19950714,0000,3210
19950715,0000,3610
19950716,0000,3202
19950717,0000,2877
19950718,0000,3053
19950719,0000,3339
19950720,0000,3022
19950721,0000,2848
19950722,0000,2869
19950723,0000,3031
19950724,0000,2863
19950725,0000,2413
19950726,0000,2373
19950727,0000,2555
19950728,0000,m
19950729,0000,m
19950730,0000,1940
19950731,0000,1860
19950801,0000,2477
19950802,0000,1638
19950803,0000,m
19950804,0000,2238
19950805,0000,2012
19950806,0000,1880
19950807,0000,2191
19950808,0000,1808
19950809,0000,1986
19950810,0000,1888
19950811,0000,2297
19950812,0000,m
19950813,0000,1874
19950814,0000,2048
19950815,0000,2234
19950816,0000,1741
19950817,0000,1851
19950818,0000,2120
19950819,0000,m
19950820,0000,1871
19950821,0000,2022
19950822,0000,2224
19950823,0000,1563
19950824,0000,m
19950825,0000,1658
19950826,0000,2048
19950827,0000,2128
19950828,0000,1790
19950829,0000,2348
19950830,0000,2144
19950831,0000,2102
19950901,0000,1700
19950902,0000,1881
19950903,0000,1927
19950904,0000,2184
19950905,0000,2058
19950906,0000,1956
19950907,0000,1631
19950908,0000,2272
19950909,0000,1584
19950910,0000,588
19950911,0000,732
19950912,0000,731
19950913,0000,853
19950914,0000,680
19950915,0000,724
19950916,0000,676
19950917,0000,683
19950918,0000,751
19950919,0000,723
19950920,0000,886
19950921,0000,559
19950922,0000,435
19950923,0000,206
19950924,0000,m
19950925,0000,324
19950926,0000,1023
19950927,0000,810
19950928,0000,969
19950929,0000,581
19950930,0000,483
19951001,0000,1447
19951002,0000,m
19951003,0000,1470
19951004,0000,871
19951005,0000,1631
19951006,0000,713
19951007,0000,677
19951008,0000,1077
19951009,0000,1129
19951010,0000,1226
19951011,0000,1319
19951012,0000,1337
19951013,0000,1326
19951014,0000,1322
19951015,0000,1323
19951016,0000,1331
19951017,0000,1324
19951018,0000,1328
19951019,0000,1327
19951020,0000,1327
19951021,0000,1332
19951022,0000,m
19951023,0000,1321
19951024,0000,m
19951025,0000,m
19951026,0000,m
19951027,0000,1330
19951028,0000,1324
19951029,0000,1355
19951030,0000,1259
19951031,0000,1318
19951101,0000,1327
19951102,0000,1330
19951103,0000,1329
19951104,0000,1323
19951105,0000,1324
19951106,0000,1346
19951107,0000,1122
19951108,0000,343
19951109,0000,1070
19951110,0000,1325
19951111,0000,1312
19951112,0000,1208
19951113,0000,1220
19951114,0000,1495
19951115,0000,1280
19951116,0000,1439
19951117,0000,903
19951118,0000,1530
19951119,0000,m
19951120,0000,1576
19951121,0000,1039
19951122,0000,1039
19951123,0000,1168
19951124,0000,1425
19951125,0000,947
19951126,0000,912
19951127,0000,1378
19951128,0000,1069
19951129,0000,1142
19951130,0000,1144
19951201,0000,1173
19951202,0000,1097
19951203,0000,1075
19951204,0000,1309
19951205,0000,872
19951206,0000,1257
19951207,0000,1227
19951208,0000,989
19951209,0000,1034
19951210,0000,1132
19951211,0000,1175
19951212,0000,7031
19951213,0000,5008
19951214,0000,3879
19951215,0000,3482
19951216,0000,3995
19951217,0000,4101
19951218,0000,4016
19951219,0000,3884
19951220,0000,1864
19951221,0000,m
19951222,0000,1711
19951223,0000,m
19951224,0000,m
19951225,0000,1705
19951226,0000,1707
19951227,0000,m
19951228,0000,1700
19951229,0000,m
19951230,0000,m
19951231,0000,m
19960101,0000,m
19960102,0000,m
19960103,0000,1441
19960104,0000,2071
19960105,0000,1691
19960106,0000,m
19960107,0000,1715
19960108,0000,1826
19960109,0000,1791
19960110,0000,1452
19960111,0000,1531
19960112,0000,2027
19960113,0000,1652
19960114,0000,m
19960115,0000,m
19960116,0000,m
19960117,0000,2393
19960118,0000,3254
19960119,0000,2965
19960120,0000,m
19960121,0000,m
19960122,0000,3276
19960123,0000,3131
19960124,0000,4917
19960125,0000,5422
19960126,0000,2303
19960127,0000,6556
19960128,0000,m
19960129,0000,4135
19960130,0000,3827
19960131,0000,3842
19960201,0000,3764
19960202,0000,3654
19960203,0000,3641
19960204,0000,11007
19960205,0000,15997
19960208,0000,7324
19960209,0000,7337
19960210,0000,7053
19960211,0000,6786
19960212,0000,6434
19960213,0000,6221
19960214,0000,6253
19960215,0000,6083
19960216,0000,6043
19960217,0000,6832
19960218,0000,9895
19960219,0000,17411
19960220,0000,22800
19960221,0000,24521
19960222,0000,18648
19960223,0000,14058
19960225,0000,10461
19960226,0000,7745
19960227,0000,5901
19960228,0000,5324
19960229,0000,4853
19960301,0000,4145
19960302,0000,3126
19960303,0000,3160
19960304,0000,5112
19960305,0000,6134
19960306,0000,2140
19960310,0000,4396
19960311,0000,4910
19960312,0000,5411
19960314,0000,5316
19960316,0000,4369
19960317,0000,4321
19960318,0000,4108
19960319,0000,4344
19960320,0000,4323
19960321,0000,4248
19960324,0000,4110
19960325,0000,4070
19960326,0000,4013
19960327,0000,4013
19960328,0000,4477
19960329,0000,4201
19960330,0000,3523
19960331,0000,3582
19960401,0000,5577
19960402,0000,5275
19960403,0000,m
19960404,0000,m
19960405,0000,3387
19960406,0000,m
19960407,0000,m
19960408,0000,3892
19960409,0000,m
19960410,0000,m
19960411,0000,4087
19960412,0000,4230
19960413,0000,m
19960414,0000,3062
19960415,0000,3720
19960416,0000,4500
19960417,0000,3720
19960418,0000,4753
19960419,0000,2750
19960420,0000,3143
19960421,0000,4286
19960422,0000,4458
19960423,0000,2295
19960424,0000,m
19960425,0000,3753
19960426,0000,4046
19960427,0000,m
19960428,0000,4005
19960429,0000,4097
19960430,0000,4758
19960501,0000,m
19960502,0000,5104
19960503,0000,4611
19960504,0000,4603
19960505,0000,4386
19960506,0000,4242
19960507,0000,4218
19960508,0000,4105
19960509,0000,3554
19960510,0000,4450
19960511,0000,4211
19960512,0000,4380
19960513,0000,4573
19960514,0000,4969
19960515,0000,m
19960516,0000,24716
19960517,0000,m
19960518,0000,m
19960519,0000,21940
19960520,0000,21940
19960521,0000,10046
19960522,0000,11131
19960523,0000,9520
19960524,0000,m
19960525,0000,m
19960526,0000,m
19960527,0000,5284
19960528,0000,5040
19960529,0000,4512
19960530,0000,4561
19960531,0000,m
19960601,0000,m
19960602,0000,m
19960603,0000,4609
19960604,0000,m
19960605,0000,4556
19960606,0000,4389
19960607,0000,m
19960608,0000,m
19960609,0000,3093
19960610,0000,3000
19960611,0000,3007
19960612,0000,3433
19960613,0000,1243
19960614,0000,m
19960615,0000,m
19960616,0000,m
19960617,0000,1664
19960618,0000,1500
19960619,0000,m
19960620,0000,m
19960621,0000,m
19960622,0000,m
19960623,0000,2072
19960624,0000,2284
19960625,0000,1798
19960626,0000,m
19960627,0000,m
19960628,0000,m
19960629,0000,m
19960630,0000,m
19960701,0000,2025
19960702,0000,1313
19960703,0000,m
19960704,0000,m
19960705,0000,m
19960706,0000,m
19960707,0000,1943
19960708,0000,2023
19960709,0000,1694
19960710,0000,m
19960711,0000,2299
19960712,0000,m
19960713,0000,1624
19960714,0000,m
19960715,0000,2070
19960716,0000,1918
19960717,0000,2275
19960718,0000,2294
19960719,0000,m
19960720,0000,2128
19960721,0000,2152
19960722,0000,2142
19960723,0000,m
19960724,0000,m
19960725,0000,2265
19960726,0000,2707
19960727,0000,1279
19960728,0000,2377
19960729,0000,2663
19960730,0000,2631
19960731,0000,m
19960801,0000,m
19960802,0000,m
19960803,0000,m
19960804,0000,m
19960805,0000,2514
19960806,0000,2604
19960807,0000,2577
19960808,0000,m
19960809,0000,m
19960810,0000,m
19960811,0000,m
19960812,0000,2858
19960813,0000,m
19960814,0000,m
19960815,0000,m
19960816,0000,m
19960817,0000,m
19960818,0000,m
19960819,0000,m
19960820,0000,m
19960821,0000,m
19960822,0000,1724
19960823,0000,1945
19960824,0000,1933
19960825,0000,1807
19960826,0000,2229
19960827,0000,1808
19960828,0000,1599
19960829,0000,2224
19960830,0000,2205
19960831,0000,2208
19960901,0000,2464
19960902,0000,2378
19960903,0000,2509
19960904,0000,2481
19960905,0000,2656
19960906,0000,2241
19960907,0000,2385
19960908,0000,1300
19960909,0000,919
19960910,0000,620
19960911,0000,648
19960912,0000,521
19960913,0000,1024
19960914,0000,596
19960915,0000,518
19960916,0000,903
19960917,0000,816
19960918,0000,163
19960919,0000,833
19960920,0000,948
19960921,0000,335
19960922,0000,629
19960923,0000,800
19960924,0000,567
19960925,0000,539
19960926,0000,721
19960927,0000,621
19960928,0000,878
19960929,0000,1686
19960930,0000,1955
19961001,0000,2052
19961002,0000,1838
19961003,0000,2120
19961004,0000,1654
19961005,0000,1783
19961006,0000,1396
19961007,0000,1328
19961008,0000,1435
19961009,0000,1543
19961010,0000,m
19961011,0000,1357
19961012,0000,1239
19961013,0000,1202
19961014,0000,1940
19961015,0000,1391
19961016,0000,1353
19961017,0000,1467
19961018,0000,1408
19961019,0000,1151
19961020,0000,1504
19961021,0000,1478
19961022,0000,1358
19961023,0000,1378
19961024,0000,1538
19961025,0000,1347
19961026,0000,938
19961027,0000,1596
19961028,0000,1440
19961029,0000,1507
19961030,0000,1375
19961031,0000,1208
19961101,0000,1580
19961102,0000,1241
19961103,0000,1589
19961104,0000,941
19961105,0000,1562
19961106,0000,1322
19961107,0000,m
19961108,0000,1442
19961109,0000,1113
19961110,0000,1278
19961111,0000,1333
19961112,0000,1461
19961113,0000,1249
19961114,0000,1491
19961115,0000,1350
19961116,0000,1126
19961117,0000,1089
19961118,0000,m
19961119,0000,675
19961120,0000,1145
19961121,0000,1253
19961122,0000,1508
19961123,0000,720
19961124,0000,304
19961125,0000,1295
19961126,0000,m
19961127,0000,1386
19961128,0000,970
19961129,0000,1694
19961130,0000,1260
19961201,0000,1281
19961202,0000,985
19961203,0000,1386
19961204,0000,1559
19961205,0000,6367
19961206,0000,1538
19961207,0000,373
19961208,0000,1562
19961209,0000,2856
19961210,0000,5695
19961211,0000,5162
19961212,0000,10398
19961213,0000,5470
19961214,0000,2913
19961215,0000,1808
19961216,0000,1961
19961217,0000,3418
19961218,0000,3858
19961219,0000,3890
19961220,0000,3980
19961221,0000,4435
19961222,0000,3963
19961223,0000,3558
19961224,0000,3843
19961225,0000,3760
19961226,0000,5914
19961227,0000,19243
19961228,0000,25014
19961229,0000,23661
19961230,0000,31577
19961231,0000,54879
19970101,0000,110097
19970102,0000,132109
19970103,0000,79522
19970104,0000,26951
19970105,0000,35106
19970106,0000,25627
19970107,0000,17207
19970108,0000,12414
19970109,0000,10466
19970110,0000,9174
19970111,0000,8738
19970112,0000,8197
19970113,0000,7178
19970114,0000,5873
19970115,0000,5870
19970116,0000,5094
19970117,0000,5015
19970118,0000,5015
19970119,0000,4924
19970120,0000,5097
19970121,0000,5296
19970122,0000,13539
19970123,0000,13994
19970124,0000,10844
19970125,0000,18137
19970126,0000,21025
19970127,0000,17147
19970128,0000,15971
19970129,0000,14482
19970130,0000,11259
19970131,0000,9657
19970201,0000,8515
19970202,0000,8518
19970203,0000,8006
19970204,0000,7661
19970205,0000,7396
19970206,0000,7320
19970207,0000,6766
19970208,0000,6163
19970209,0000,5929
19970210,0000,5472
19970211,0000,4916
19970212,0000,4854
19970213,0000,4809
19970214,0000,4287
19970215,0000,4510
19970216,0000,4576
19970217,0000,4514
19970218,0000,4639
19970219,0000,4276
19970220,0000,4155
19970221,0000,4341
19970222,0000,4134
19970223,0000,3573
19970224,0000,4290
19970225,0000,4227
19970226,0000,3898
19970227,0000,3914
19970228,0000,4263
19970301,0000,2998
19970302,0000,2887
19970303,0000,3656
19970304,0000,4000
19970305,0000,3362
19970306,0000,3014
19970307,0000,3804
19970308,0000,3966
19970309,0000,3280
19970310,0000,4108
19970311,0000,3961
19970312,0000,3656
19970313,0000,3534
19970314,0000,3489
19970315,0000,3248
19970316,0000,2927
19970317,0000,3571
19970318,0000,3057
19970319,0000,3489
19970320,0000,2628
19970321,0000,3716
19970322,0000,3343
19970323,0000,3123
19970324,0000,3583
19970325,0000,3406
19970326,0000,3055
19970327,0000,3393
19970328,0000,2967
19970329,0000,1889
19970330,0000,2358
19970331,0000,3035
19970401,0000,1997
19970402,0000,2249
19970403,0000,2036
19970404,0000,1873
19970405,0000,880
19970406,0000,1211
19970407,0000,1371
19970408,0000,1308
19970409,0000,1352
19970410,0000,1249
19970411,0000,1372
19970412,0000,1325
19970413,0000,1201
19970414,0000,1545
19970415,0000,1304
19970416,0000,1480
19970417,0000,1305
19970418,0000,1353
19970419,0000,1956
19970420,0000,2253
19970421,0000,3037
19970422,0000,2885
19970423,0000,2885
19970424,0000,2771
19970425,0000,2595
19970426,0000,3028
19970427,0000,1163
19970428,0000,2214
19970429,0000,2166
19970430,0000,2892
19970501,0000,1862
19970502,0000,1908
19970503,0000,2071
19970504,0000,2071
19970505,0000,2071
19970506,0000,2559
19970507,0000,2160
19970508,0000,2226
19970509,0000,1371
19970510,0000,2066
19970511,0000,2261
19970512,0000,1371
19970513,0000,1342
19970514,0000,1309
19970515,0000,1437
19970516,0000,1513
19970517,0000,1687
19970518,0000,1442
19970519,0000,1344
19970520,0000,1164
19970521,0000,1055
19970522,0000,1543
19970523,0000,1050
19970524,0000,1231
19970525,0000,1515
19970526,0000,1010
19970527,0000,1367
19970528,0000,1177
19970529,0000,1037
19970530,0000,1536
19970531,0000,1568
19970601,0000,1101
19970602,0000,831
19970603,0000,1240
19970604,0000,1294
19970605,0000,1250
19970606,0000,1689
19970607,0000,734
19970608,0000,956
19970609,0000,1009
19970610,0000,919
19970611,0000,934
19970612,0000,1155
19970613,0000,1161
19970614,0000,1121
19970615,0000,1048
19970616,0000,888
19970617,0000,995
19970618,0000,1146
19970619,0000,1033
19970620,0000,1186
19970621,0000,1066
19970622,0000,1095
19970623,0000,1067
19970624,0000,1180
19970625,0000,731
19970626,0000,1230
19970627,0000,997
19970628,0000,710
19970629,0000,710
19970630,0000,710
19970701,0000,956
19970702,0000,1166
19970703,0000,1366
19970704,0000,1320
19970705,0000,1036
19970706,0000,631
19970707,0000,1322
19970708,0000,1866
19970709,0000,1248
19970710,0000,1866
19970711,0000,2118
19970712,0000,2195
19970713,0000,2179
19970714,0000,2195
19970715,0000,2097
19970716,0000,2291
19970717,0000,1989
19970718,0000,2306
19970719,0000,2147
19970720,0000,1807
19970721,0000,2372
19970722,0000,2424
19970723,0000,1971
19970724,0000,2325
19970725,0000,2106
19970726,0000,2397
19970727,0000,2194
19970728,0000,2034
19970729,0000,2481
19970730,0000,2440
19970731,0000,1856
19970801,0000,2383
19970802,0000,2698
19970803,0000,1376
19970804,0000,2382
19970805,0000,2418
19970806,0000,2204
19970807,0000,2763
19970808,0000,2473
19970809,0000,2629
19970810,0000,2654
19970811,0000,2835
19970812,0000,2464
19970813,0000,2285
19970814,0000,2179
19970815,0000,1970
19970816,0000,2213
19970817,0000,2084
19970818,0000,2499
19970819,0000,2017
19970820,0000,2549
19970821,0000,2141
19970822,0000,2342
19970823,0000,2426
19970824,0000,2233
19970825,0000,1984
19970826,0000,2104
19970827,0000,2364
19970828,0000,2409
19970829,0000,2388
19970830,0000,1788
19970831,0000,1977
19970901,0000,2063
19970902,0000,1392
19970903,0000,1767
19970904,0000,557
19970905,0000,405
19970906,0000,523
19970907,0000,301
19970908,0000,350
19970909,0000,582
19970910,0000,60
19970911,0000,737
19970912,0000,531
19970913,0000,702
19970914,0000,529
19970915,0000,848
19970916,0000,870
19970917,0000,794
19970918,0000,692
19970919,0000,826
19970920,0000,84
19970921,0000,466
19970922,0000,698
19970923,0000,1439
19970924,0000,1601
19970925,0000,634
19970926,0000,171
19970927,0000,170
19970928,0000,155
19970929,0000,1052
19970930,0000,1049
19971001,0000,911
19971002,0000,886
19971003,0000,1489
19971004,0000,1224
19971005,0000,900
19971006,0000,2206
19971007,0000,1180
19971008,0000,1188
19971009,0000,1433
19971010,0000,1525
19971011,0000,795
19971012,0000,1175
19971013,0000,1125
19971014,0000,1390
19971015,0000,1005
19971016,0000,1333
19971017,0000,1317
19971018,0000,349
19971019,0000,1122
19971020,0000,1196
19971021,0000,1053
19971022,0000,2287
19971023,0000,2022
19971024,0000,1862
19971025,0000,1862
19971026,0000,415
19971027,0000,1105
19971028,0000,803
19971029,0000,970
19971030,0000,1090
19971031,0000,1295
19971101,0000,595
19971102,0000,80
19971103,0000,69
19971104,0000,53
19971105,0000,32
19971106,0000,35
19971107,0000,6
19971108,0000,16
19971109,0000,-14
19971110,0000,602
19971111,0000,1007
19971112,0000,-1266
19971113,0000,930
19971114,0000,1705
19971115,0000,1731
19971116,0000,1518
19971117,0000,1838
19971118,0000,1886
19971119,0000,1900
19971120,0000,1975
19971121,0000,952
19971122,0000,14
19971123,0000,56
19971124,0000,1517
19971125,0000,1777
19971126,0000,2270
19971127,0000,1235
19971128,0000,396
19971129,0000,779
19971130,0000,1480
19971201,0000,1669
19971202,0000,1415
19971203,0000,1340
19971204,0000,1068
19971205,0000,1180
19971206,0000,1374
19971207,0000,3193
19971208,0000,1942
19971209,0000,1348
19971210,0000,748
19971211,0000,911
19971212,0000,1190
19971213,0000,706
19971214,0000,657
19971215,0000,1295
19971216,0000,1649
19971217,0000,1665
19971218,0000,1438
19971219,0000,1891
19971220,0000,1241
19971221,0000,1353
19971222,0000,1418
19971223,0000,1431
19971224,0000,1020
19971225,0000,1623
19971226,0000,839
19971227,0000,2045
19971228,0000,m
19971229,0000,1586
19971230,0000,1489
19971231,0000,938
19980101,0000,1512
19980102,0000,990
19980103,0000,1755
19980104,0000,2716
19980105,0000,1578
19980106,0000,571
19980107,0000,317
19980108,0000,1418
19980109,0000,1851
19980110,0000,773
19980111,0000,4537
19980112,0000,9855
19980113,0000,4011
19980114,0000,4644
19980115,0000,10695
19980116,0000,8365
19980117,0000,8054
19980118,0000,7309
19980119,0000,6557
19980120,0000,5292
19980121,0000,4699
19980122,0000,4426
19980123,0000,4260
19980124,0000,4162
19980125,0000,4151
19980126,0000,4135
19980127,0000,4039
19980128,0000,4020
19980129,0000,4784
19980130,0000,4396
19980131,0000,4202
19980201,0000,4362
19980202,0000,6265
19980203,0000,15171
19980204,0000,7946
19980205,0000,6056
19980206,0000,8788
19980207,0000,11293
19980208,0000,10834
19980209,0000,8777
19980210,0000,6903
19980211,0000,6903
19980212,0000,5172
19980213,0000,5233
19980214,0000,8853
19980215,0000,9414
19980216,0000,7920
19980217,0000,6601
19980218,0000,5396
19980219,0000,5178
19980220,0000,5102
19980221,0000,7490
19980222,0000,9551
19980223,0000,9131
19980224,0000,7832
19980225,0000,5809
19980226,0000,4967
19980227,0000,4706
19980228,0000,4602
19980301,0000,4516
19980302,0000,4479
19980303,0000,4454
19980304,0000,4398
19980305,0000,4370
19980306,0000,4350
19980307,0000,4256
19980308,0000,4224
19980309,0000,4205
19980310,0000,4117
19980311,0000,4179
19980312,0000,4167
19980313,0000,4185
19980314,0000,3311
19980315,0000,3118
19980316,0000,3467
19980317,0000,3377
19980318,0000,3440
19980319,0000,3687
19980320,0000,4286
19980321,0000,4302
19980322,0000,4906
19980323,0000,4903
19980324,0000,9719
19980325,0000,9686
19980326,0000,10551
19980327,0000,10068
19980328,0000,9835
19980329,0000,8291
19980330,0000,5715
19980331,0000,4640
19980401,0000,4508
19980402,0000,4367
19980403,0000,5066
19980404,0000,5050
19980405,0000,4819
19980406,0000,4828
19980407,0000,4813
19980408,0000,4605
19980409,0000,3757
19980410,0000,4274
19980411,0000,3823
19980412,0000,4284
19980413,0000,4872
19980414,0000,4445
19980415,0000,4327
19980416,0000,4313
19980417,0000,4281
19980418,0000,4265
19980419,0000,4190
19980420,0000,4192
19980421,0000,4324
19980422,0000,4499
19980423,0000,m
19980424,0000,4737
19980425,0000,4712
19980426,0000,4407
19980427,0000,4293
19980428,0000,3438
19980429,0000,4729
19980430,0000,4436
19980501,0000,4608
19980502,0000,5237
19980503,0000,5058
19980504,0000,4846
19980505,0000,4930
19980506,0000,4993
19980507,0000,4977
19980508,0000,5408
19980509,0000,5839
19980510,0000,5434
19980511,0000,4785
19980512,0000,4460
19980513,0000,4576
19980514,0000,4448
19980515,0000,4321
19980516,0000,4316
19980517,0000,4455
19980518,0000,4260
19980519,0000,4126
19980520,0000,4254
19980521,0000,4352
19980522,0000,4345
19980523,0000,4225
19980524,0000,4235
19980525,0000,5256
19980526,0000,5652
19980527,0000,4959
19980528,0000,5322
19980529,0000,5410
19980530,0000,4762
19980531,0000,4574
19980601,0000,4970
19980602,0000,6823
19980603,0000,7559
19980604,0000,6968
19980605,0000,7134
19980606,0000,7138
19980607,0000,7403
19980608,0000,6200
19980609,0000,7609
19980610,0000,7725
19980611,0000,8011
19980612,0000,8197
19980613,0000,9237
19980614,0000,9903
19980615,0000,7647
19980616,0000,10030
19980617,0000,9231
19980618,0000,7861
19980619,0000,8143
19980620,0000,8180
19980621,0000,7979
19980622,0000,7947
19980623,0000,6984
19980624,0000,5486
19980625,0000,4385
19980626,0000,4618
19980627,0000,4857
19980628,0000,4886
19980629,0000,4785
19980630,0000,4725
19980701,0000,4168
19980702,0000,4433
19980703,0000,4397
19980704,0000,3939
19980705,0000,4079
19980706,0000,4053
19980707,0000,4055
19980708,0000,3472
19980709,0000,3518
19980710,0000,3041
19980711,0000,2761
19980712,0000,2262
19980713,0000,2590
19980714,0000,2764
19980715,0000,2782
19980716,0000,2782
19980717,0000,2668
19980718,0000,2668
19980719,0000,2780
19980720,0000,1303
19980721,0000,1576
19980722,0000,2453
19980723,0000,2454
19980724,0000,2779
19980725,0000,2789
19980726,0000,2379
19980727,0000,948
19980728,0000,2198
19980729,0000,2258
19980730,0000,2178
19980731,0000,2037
19980801,0000,2609
19980802,0000,2129
19980803,0000,2686
19980804,0000,3075
19980805,0000,3049
19980806,0000,3033
19980807,0000,3178
19980808,0000,3506
19980809,0000,2642
19980810,0000,3175
19980811,0000,m
19980812,0000,m
19980813,0000,m
19980814,0000,2969
19980815,0000,m
19980816,0000,m
19980817,0000,2914
19980818,0000,2576
19980819,0000,2858
19980820,0000,2806
19980821,0000,2891
19980822,0000,m
19980823,0000,m
19980824,0000,2316
19980825,0000,2725
19980826,0000,2686
19980827,0000,2686
19980828,0000,2742
19980829,0000,2486
19980830,0000,3128
19980831,0000,2732
19980901,0000,2917
19980902,0000,3188
19980903,0000,3223
19980904,0000,2736
19980905,0000,3054
19980906,0000,2901
