Date,PST,Inflow
19950413,0000,3861
19950414,0000,3861
19950415,0000,m
19950416,0000,2554
19950417,0000,2559
19950418,0000,2428
19950419,0000,2305
19950420,0000,2427
19950421,0000,m
19950422,0000,m
19950423,0000,2338
19950424,0000,2879
19950425,0000,3551
19950426,0000,3999
19950427,0000,4451
19950428,0000,m
19950429,0000,m
19950430,0000,12455
19950501,0000,13235
19950502,0000,9216
19950503,0000,7245
19950504,0000,6744
19950505,0000,m
19950506,0000,m
19950507,0000,4758
19950508,0000,4730
19950509,0000,4616
19950510,0000,4875
19950511,0000,5385
19950512,0000,m
19950513,0000,m
19950514,0000,4186
19950515,0000,3958
19950516,0000,3560
19950517,0000,m
19950518,0000,4616
19950519,0000,m
19950520,0000,m
19950521,0000,7610
19950522,0000,6958
19950523,0000,6120
19950524,0000,5631
19950525,0000,4982
19950526,0000,m
19950527,0000,m
19950528,0000,m
19950529,0000,7972
19950530,0000,6604
19950531,0000,9327
19950601,0000,9608
19950602,0000,m
19950603,0000,m
19950604,0000,10348
19950605,0000,9920
19950606,0000,7591
19950607,0000,5878
19950608,0000,4801
19950609,0000,m
19950610,0000,m
19950611,0000,8474
19950612,0000,9407
19950613,0000,9377
19950614,0000,8883
19950615,0000,8164
19950616,0000,m
19950617,0000,m
19950618,0000,5071
19950619,0000,5934
19950620,0000,6064
19950621,0000,6099
19950622,0000,7058
19950623,0000,m
19950624,0000,m
19950625,0000,10171
19950626,0000,9144
19950627,0000,9329
19950628,0000,m
19950629,0000,9291
19950630,0000,m
19950701,0000,m
19950702,0000,7500
19950703,0000,m
19950704,0000,7236
19950705,0000,7739
19950706,0000,8542
19950707,0000,m
19950708,0000,m
19950709,0000,9516
19950710,0000,7624
19950711,0000,6050
19950712,0000,5023
19950713,0000,4500
19950714,0000,m
19950715,0000,m
19950716,0000,4351
19950717,0000,4976
19950718,0000,4692
19950719,0000,4014
19950720,0000,3653
19950721,0000,m
19950722,0000,m
19950723,0000,m
19950724,0000,2800
19950725,0000,2862
19950726,0000,2435
19950727,0000,2447
19950728,0000,m
19950729,0000,m
19950730,0000,2814
19950731,0000,2257
19950801,0000,1995
19950802,0000,1936
19950803,0000,1842
19950804,0000,m
19950805,0000,m
19950806,0000,1680
19950807,0000,1439
19950808,0000,1361
19950809,0000,1130
19950810,0000,1095
19950811,0000,m
19950812,0000,m
19950813,0000,891
19950814,0000,812
19950815,0000,768
19950816,0000,783
19950817,0000,849
19950818,0000,m
19950819,0000,m
19950820,0000,531
19950821,0000,4737
19950822,0000,797
19950823,0000,830
19950824,0000,824
19950825,0000,m
19950826,0000,m
19950827,0000,524
19950828,0000,261
19950829,0000,476
19950830,0000,411
19950831,0000,406
19950901,0000,m
19950902,0000,m
19950903,0000,m
19950904,0000,526
19950905,0000,633
19950906,0000,535
19950907,0000,369
19950908,0000,m
19950909,0000,m
19950910,0000,307
19950911,0000,277
19950912,0000,248
19950913,0000,272
19950914,0000,299
19950915,0000,m
19950916,0000,m
19950917,0000,167
19950918,0000,385
19950919,0000,101
19950920,0000,151
19950921,0000,157
19950922,0000,m
19950923,0000,m
19950924,0000,221
19950925,0000,208
19950926,0000,154
19950927,0000,138
19950928,0000,51
19950929,0000,m
19950930,0000,m
19951001,0000,130
19951002,0000,217
19951003,0000,129
19951004,0000,191
19951005,0000,207
19951006,0000,m
19951007,0000,m
19951008,0000,m
19951009,0000,51
19951010,0000,167
19951011,0000,161
19951012,0000,272
19951013,0000,m
19951014,0000,m
19951015,0000,195
19951016,0000,35
19951017,0000,120
19951018,0000,105
19951019,0000,44
19951020,0000,m
19951021,0000,m
19951022,0000,24
19951023,0000,0
19951024,0000,68
19951025,0000,81
19951026,0000,116
19951027,0000,m
19951028,0000,m
19951029,0000,0
19951030,0000,89
19951031,0000,126
19951101,0000,93
19951102,0000,115
19951103,0000,m
19951104,0000,m
19951105,0000,124
19951106,0000,29
19951107,0000,64
19951108,0000,137
19951109,0000,m
19951110,0000,m
19951111,0000,m
19951112,0000,46
19951113,0000,127
19951114,0000,121
19951115,0000,42
19951116,0000,60
19951117,0000,m
19951118,0000,m
19951119,0000,87
19951120,0000,60
19951121,0000,86
19951122,0000,m
19951123,0000,m
19951124,0000,m
19951125,0000,m
19951126,0000,87
19951127,0000,100
19951128,0000,30
19951129,0000,129
19951130,0000,52
19951201,0000,m
19951202,0000,m
19951203,0000,0
19951204,0000,99
19951205,0000,151
19951206,0000,62
19951207,0000,60
19951208,0000,m
19951209,0000,m
19951210,0000,125
19951211,0000,300
19951212,0000,3093
19951213,0000,1432
19951214,0000,849
19951215,0000,m
19951216,0000,m
19951217,0000,m
19951218,0000,m
19951219,0000,m
19951220,0000,m
19951221,0000,m
19951222,0000,m
19951223,0000,m
19951224,0000,m
19951225,0000,199
19951226,0000,257
19951227,0000,m
19951228,0000,m
19951229,0000,m
19951230,0000,m
19951231,0000,m
19960101,0000,496
19960102,0000,m
19960103,0000,m
19960104,0000,m
19960105,0000,m
19960106,0000,m
19960107,0000,381
19960108,0000,384
19960109,0000,359
19960110,0000,408
19960111,0000,334
19960112,0000,m
19960113,0000,m
19960114,0000,m
19960115,0000,454
19960116,0000,1957
19960117,0000,1451
19960118,0000,1293
19960119,0000,m
19960120,0000,m
19960121,0000,1090
19960122,0000,682
19960123,0000,656
19960124,0000,2873
19960125,0000,2460
19960126,0000,m
19960127,0000,m
19960128,0000,2106
19960129,0000,1460
19960130,0000,1139
19960131,0000,1973
19960201,0000,1508
19960204,0000,9086
19960205,0000,9406
19960207,0000,3314
19960208,0000,2368
19960211,0000,1676
19960212,0000,1622
19960213,0000,1606
19960214,0000,1575
19960215,0000,1593
19960219,0000,9645
19960221,0000,7438
19960222,0000,4683
19960225,0000,2215
19960226,0000,1902
19960227,0000,1736
19960228,0000,1522
19960229,0000,1468
19960303,0000,1640
19960304,0000,6300
19960305,0000,6124
19960306,0000,3627
19960310,0000,2201
19960311,0000,2510
19960312,0000,3254
19960313,0000,2505
19960314,0000,2171
19960317,0000,2033
19960318,0000,2449
19960320,0000,2779
19960321,0000,2754
19960324,0000,2103
19960325,0000,1861
19960326,0000,1730
19960327,0000,1739
19960328,0000,2414
19960331,0000,1745
19960401,0000,3404
19960402,0000,3046
19960403,0000,m
19960404,0000,m
19960405,0000,m
19960406,0000,m
19960407,0000,2969
19960408,0000,3269
19960409,0000,m
19960410,0000,m
19960411,0000,2900
19960412,0000,m
19960413,0000,m
19960414,0000,2817
19960415,0000,3193
19960416,0000,m
19960417,0000,3433
19960418,0000,3086
19960419,0000,m
19960420,0000,m
19960421,0000,1960
19960422,0000,1969
19960423,0000,2206
19960424,0000,2920
19960425,0000,m
19960426,0000,m
19960427,0000,m
19960428,0000,m
19960429,0000,5520
19960430,0000,m
19960501,0000,m
19960502,0000,6010
19960503,0000,m
19960504,0000,m
19960505,0000,4691
19960506,0000,4725
19960507,0000,m
19960508,0000,4521
19960509,0000,4140
19960510,0000,m
19960511,0000,m
19960512,0000,6002
19960513,0000,6339
19960514,0000,5875
19960515,0000,9438
19960516,0000,16251
19960517,0000,m
19960518,0000,m
19960519,0000,4718
19960520,0000,4058
19960521,0000,m
19960522,0000,3556
19960523,0000,3569
19960524,0000,m
19960525,0000,m
19960526,0000,m
19960527,0000,3569
19960528,0000,2980
19960529,0000,3083
19960530,0000,3023
19960531,0000,m
19960601,0000,m
19960602,0000,4317
19960603,0000,4590
19960604,0000,m
19960605,0000,4289
19960606,0000,m
19960607,0000,m
19960608,0000,m
19960609,0000,m
19960610,0000,3258
19960611,0000,m
19960612,0000,m
19960613,0000,2556
19960614,0000,m
19960615,0000,m
19960616,0000,2095
19960617,0000,1929
19960618,0000,1680
19960619,0000,1810
19960620,0000,m
19960621,0000,m
19960622,0000,m
19960623,0000,1297
19960624,0000,m
19960625,0000,m
19960626,0000,1412
19960627,0000,1140
19960628,0000,m
19960629,0000,m
19960630,0000,899
19960701,0000,1071
19960702,0000,1178
19960703,0000,m
19960704,0000,1110
19960705,0000,m
19960706,0000,m
19960707,0000,763
19960708,0000,892
19960709,0000,963
19960710,0000,875
19960711,0000,m
19960712,0000,m
19960713,0000,m
19960714,0000,m
19960715,0000,796
19960716,0000,m
19960717,0000,m
19960718,0000,m
19960719,0000,m
19960720,0000,m
19960721,0000,m
19960722,0000,427
19960723,0000,m
19960724,0000,m
19960725,0000,m
19960726,0000,m
19960727,0000,m
19960728,0000,m
19960729,0000,121
19960730,0000,m
19960731,0000,m
19960801,0000,m
19960802,0000,m
19960803,0000,m
19960804,0000,m
19960805,0000,142
19960806,0000,m
19960807,0000,m
19960808,0000,m
19960809,0000,m
19960810,0000,m
19960811,0000,m
19960812,0000,m
19960813,0000,m
19960814,0000,m
19960815,0000,m
19960816,0000,m
19960817,0000,m
19960818,0000,m
19960819,0000,119
19960820,0000,m
19960821,0000,m
19960822,0000,99
19960823,0000,163
19960824,0000,24
19960825,0000,0
19960826,0000,122
19960827,0000,104
19960828,0000,41
19960829,0000,58
19960830,0000,42
19960831,0000,78
19960901,0000,7
19960902,0000,49
19960903,0000,63
19960904,0000,6
19960905,0000,98
19960906,0000,35
19960907,0000,55
19960908,0000,0
19960909,0000,96
19960910,0000,0
19960911,0000,0
19960912,0000,65
19960913,0000,84
19960914,0000,25
19960915,0000,41
19960916,0000,48
19960917,0000,0
19960918,0000,80
19960919,0000,62
19960920,0000,71
19960921,0000,6
19960922,0000,30
19960923,0000,35
19960924,0000,25
19960925,0000,39
19960926,0000,15
19960927,0000,25
19960928,0000,30
19960929,0000,43
19960930,0000,0
19961001,0000,0
19961002,0000,5
19961003,0000,0
19961004,0000,0
19961005,0000,0
19961006,0000,19
19961007,0000,0
19961008,0000,76
19961009,0000,0
19961010,0000,m
19961011,0000,0
19961012,0000,0
19961013,0000,0
19961014,0000,0
19961015,0000,0
19961016,0000,0
19961017,0000,0
19961018,0000,0
19961019,0000,0
19961020,0000,56
19961021,0000,44
19961022,0000,53
19961023,0000,0
19961024,0000,8
19961025,0000,178
19961026,0000,42
19961027,0000,0
19961028,0000,0
19961029,0000,301
19961030,0000,222
19961031,0000,57
19961101,0000,126
19961102,0000,136
19961103,0000,118
19961104,0000,44
19961105,0000,124
19961106,0000,94
19961107,0000,84
19961108,0000,61
19961109,0000,140
19961110,0000,116
19961111,0000,92
19961112,0000,183
19961113,0000,196
19961114,0000,68
19961115,0000,84
19961116,0000,541
19961117,0000,2084
19961118,0000,2363
19961119,0000,1330
19961120,0000,1254
19961121,0000,4780
19961122,0000,5849
19961123,0000,2392
19961124,0000,1498
19961125,0000,1109
19961126,0000,917
19961127,0000,719
19961128,0000,714
19961129,0000,544
19961130,0000,587
19961201,0000,757
19961202,0000,498
19961203,0000,453
19961204,0000,867
19961205,0000,5986
19961206,0000,2131
19961207,0000,1322
19961208,0000,1114
19961209,0000,2034
19961210,0000,15826
19961211,0000,6724
19961212,0000,6135
19961213,0000,3575
19961214,0000,2387
19961215,0000,1815
19961216,0000,1440
19961217,0000,1278
19961218,0000,1114
19961219,0000,1064
19961220,0000,1414
19961221,0000,9010
19961222,0000,7720
19961223,0000,3088
19961224,0000,2054
19961225,0000,1629
19961226,0000,2656
19961227,0000,3792
19961228,0000,2459
19961229,0000,3820
19961230,0000,13542
19961231,0000,8249
19970101,0000,39576
19970102,0000,67040
19970103,0000,25600
19970104,0000,11780
19970105,0000,7854
19970106,0000,5918
19970107,0000,5109
19970108,0000,4456
19970109,0000,4018
19970110,0000,3528
19970111,0000,3393
19970112,0000,3317
19970113,0000,3017
19970114,0000,2858
19970115,0000,3257
19970116,0000,2535
19970117,0000,3107
19970118,0000,2696
19970119,0000,2683
19970120,0000,5873
19970121,0000,5428
19970122,0000,16576
19970123,0000,11929
19970124,0000,6637
19970125,0000,15944
19970126,0000,18312
19970127,0000,8297
19970128,0000,6067
19970129,0000,5037
19970130,0000,4382
19970131,0000,4003
19970201,0000,3763
19970202,0000,3269
19970203,0000,3280
19970204,0000,3060
19970205,0000,2858
19970206,0000,2859
19970207,0000,2461
19970208,0000,2424
19970209,0000,2451
19970210,0000,2148
19970211,0000,1488
19970212,0000,1742
19970213,0000,1956
19970214,0000,1631
19970215,0000,1845
19970216,0000,1877
19970217,0000,1622
19970218,0000,1435
19970219,0000,1476
19970220,0000,1652
19970221,0000,1528
19970222,0000,1539
19970223,0000,1586
19970224,0000,1094
19970225,0000,1386
19970226,0000,1188
19970227,0000,1593
19970228,0000,1243
19970301,0000,1213
19970302,0000,883
19970303,0000,1174
19970304,0000,1191
19970305,0000,1002
19970306,0000,1058
19970307,0000,1160
19970308,0000,1236
19970309,0000,1182
19970310,0000,1448
19970311,0000,1575
19970312,0000,1703
19970313,0000,1550
19970314,0000,m
19970315,0000,m
19970316,0000,1864
19970317,0000,1681
19970318,0000,1678
19970319,0000,1919
19970320,0000,2233
19970321,0000,2139
19970322,0000,2067
19970323,0000,2348
19970324,0000,2717
19970325,0000,2966
19970326,0000,3080
19970327,0000,3055
19970328,0000,3039
19970329,0000,2860
19970330,0000,2764
19970331,0000,2517
19970401,0000,2228
19970402,0000,1820
19970403,0000,1742
19970404,0000,1840
19970405,0000,1606
19970406,0000,1755
19970407,0000,1640
19970408,0000,1705
19970409,0000,1708
19970410,0000,1569
19970411,0000,1617
19970412,0000,1425
19970413,0000,1827
19970414,0000,1775
19970415,0000,2227
19970416,0000,2438
19970417,0000,2861
19970418,0000,3083
19970419,0000,4335
19970420,0000,4269
19970421,0000,4929
19970422,0000,4476
19970423,0000,2049
19970424,0000,4098
19970425,0000,3396
19970426,0000,4051
19970427,0000,5020
19970428,0000,4525
19970429,0000,4525
19970430,0000,3834
19970501,0000,3899
19970502,0000,3452
19970503,0000,3667
19970504,0000,4341
19970505,0000,3453
19970506,0000,4555
19970507,0000,4672
19970508,0000,4723
19970509,0000,5059
19970510,0000,5416
19970511,0000,5592
19970512,0000,2758
19970513,0000,5516
19970514,0000,5815
19970515,0000,5977
19970516,0000,5692
19970517,0000,5271
19970518,0000,5172
19970519,0000,5756
19970520,0000,4442
19970521,0000,3961
19970522,0000,3624
19970523,0000,3624
19970524,0000,3025
19970525,0000,2553
19970526,0000,2179
19970527,0000,2179
19970528,0000,2719
19970529,0000,3516
19970530,0000,3892
19970531,0000,4415
19970601,0000,3834
19970602,0000,4195
19970603,0000,3197
19970604,0000,3105
19970605,0000,3519
19970606,0000,2862
19970607,0000,2355
19970608,0000,2476
19970609,0000,2323
19970610,0000,2617
19970611,0000,2182
19970612,0000,1889
19970613,0000,1849
19970614,0000,1635
19970615,0000,1639
19970616,0000,1684
19970617,0000,2091
19970618,0000,1429
19970619,0000,1889
19970620,0000,1903
19970621,0000,1639
19970622,0000,1378
19970623,0000,1773
19970624,0000,1375
19970625,0000,1186
19970626,0000,1097
19970627,0000,1098
19970628,0000,969
19970629,0000,835
19970630,0000,831
19970701,0000,831
19970702,0000,419
19970703,0000,599
19970704,0000,434
19970705,0000,645
19970706,0000,607
19970707,0000,607
19970708,0000,606
19970709,0000,573
19970710,0000,582
19970711,0000,589
19970712,0000,607
19970713,0000,465
19970714,0000,607
19970715,0000,458
19970716,0000,523
19970717,0000,500
19970718,0000,406
19970719,0000,286
19970720,0000,305
19970721,0000,325
19970722,0000,500
19970723,0000,476
19970724,0000,660
19970725,0000,507
19970726,0000,404
19970727,0000,258
19970728,0000,368
19970729,0000,316
19970730,0000,358
19970731,0000,259
19970801,0000,315
19970802,0000,180
19970803,0000,262
19970804,0000,147
19970805,0000,189
19970806,0000,259
19970807,0000,237
19970808,0000,128
19970809,0000,168
19970810,0000,188
19970811,0000,176
19970812,0000,140
19970813,0000,176
19970814,0000,133
19970815,0000,67
19970816,0000,107
19970817,0000,154
19970818,0000,184
19970819,0000,67
19970820,0000,0
19970821,0000,97
19970822,0000,95
19970823,0000,77
19970824,0000,0
19970825,0000,117
19970826,0000,77
19970827,0000,12
19970828,0000,97
19970829,0000,81
19970830,0000,2
19970831,0000,65
19970901,0000,63
19970902,0000,29
19970903,0000,85
19970904,0000,108
19970905,0000,44
19970906,0000,36
19970907,0000,103
19970908,0000,70
19970909,0000,36
19970910,0000,54
19970911,0000,100
19970912,0000,29
19970913,0000,0
19970914,0000,0
19970915,0000,31
19970916,0000,66
19970917,0000,34
19970918,0000,34
19970919,0000,59
19970920,0000,24
19970921,0000,0
19970922,0000,11
19970923,0000,55
19970924,0000,0
19970925,0000,0
19970926,0000,24
19970927,0000,77
19970928,0000,3
19970929,0000,86
19970930,0000,60
19971001,0000,0
19971002,0000,0
19971003,0000,17
19971004,0000,30
19971005,0000,40
19971006,0000,0
19971007,0000,2
19971008,0000,0
19971009,0000,62
19971010,0000,36
19971011,0000,242
19971012,0000,0
19971013,0000,71
19971014,0000,79
19971015,0000,13
19971016,0000,63
19971017,0000,0
19971018,0000,47
19971019,0000,43
19971020,0000,17
19971021,0000,109
19971022,0000,47
19971023,0000,0
19971024,0000,0
19971025,0000,32
19971026,0000,8
19971027,0000,30
19971028,0000,0
19971029,0000,19
19971030,0000,21
19971031,0000,4
19971101,0000,0
19971102,0000,19
19971103,0000,4
19971104,0000,6
19971105,0000,0
19971106,0000,23
19971107,0000,0
19971108,0000,0
19971109,0000,0
19971110,0000,217
19971111,0000,168
19971112,0000,97
19971113,0000,0
19971114,0000,0
19971115,0000,117
19971116,0000,125
19971117,0000,96
19971118,0000,0
19971119,0000,120
19971120,0000,131
19971121,0000,144
19971122,0000,72
19971123,0000,103
19971124,0000,68
19971125,0000,365
19971126,0000,392
19971127,0000,313
19971128,0000,222
19971129,0000,251
19971130,0000,154
19971201,0000,152
19971202,0000,159
19971203,0000,182
19971204,0000,64
19971205,0000,278
19971206,0000,218
19971207,0000,1018
19971208,0000,702
19971209,0000,364
19971210,0000,248
19971211,0000,195
19971212,0000,309
19971213,0000,215
19971214,0000,261
19971215,0000,291
19971216,0000,279
19971217,0000,236
19971218,0000,195
19971219,0000,200
19971220,0000,198
19971221,0000,58
19971222,0000,150
19971223,0000,170
19971224,0000,170
19971225,0000,133
19971226,0000,106
19971227,0000,150
19971228,0000,527
19971229,0000,225
19971230,0000,138
19971231,0000,166
19980101,0000,258
19980102,0000,273
19980103,0000,483
19980104,0000,0
19980105,0000,314
19980106,0000,303
19980107,0000,257
19980108,0000,335
19980109,0000,363
19980110,0000,891
19980111,0000,1676
19980112,0000,3914
19980113,0000,1416
19980114,0000,2561
19980115,0000,13456
19980116,0000,3494
19980117,0000,1915
19980118,0000,3305
19980119,0000,2936
19980120,0000,1551
19980121,0000,1190
19980122,0000,908
19980123,0000,840
19980124,0000,677
19980125,0000,603
19980126,0000,568
19980127,0000,559
19980128,0000,884
19980129,0000,1761
19980130,0000,559
19980131,0000,m
19980201,0000,980
19980202,0000,980
19980203,0000,16813
19980204,0000,4877
19980205,0000,3015
19980206,0000,6302
19980207,0000,8768
19980208,0000,8249
19980209,0000,4560
19980210,0000,3515
19980211,0000,2747
19980212,0000,2853
19980213,0000,2665
19980214,0000,5959
19980215,0000,4435
19980216,0000,3133
19980217,0000,2612
19980218,0000,2179
19980219,0000,3273
19980220,0000,2975
19980221,0000,5504
19980222,0000,5865
19980223,0000,4754
19980224,0000,3498
19980225,0000,2878
19980226,0000,2302
19980227,0000,1849
19980228,0000,1686
19980301,0000,1547
19980302,0000,1495
19980303,0000,1419
19980304,0000,1346
19980305,0000,1469
19980306,0000,1652
19980307,0000,1192
19980308,0000,1052
19980309,0000,1211
19980310,0000,1211
19980311,0000,1156
19980312,0000,1108
19980313,0000,1401
19980314,0000,1439
19980315,0000,1051
19980316,0000,1482
19980317,0000,1645
19980318,0000,1601
19980319,0000,1943
19980320,0000,1989
19980321,0000,2123
19980322,0000,2172
19980323,0000,2606
19980324,0000,15348
19980325,0000,10900
19980326,0000,5367
19980327,0000,4371
19980328,0000,3940
19980329,0000,3277
19980330,0000,2612
19980331,0000,3277
19980401,0000,2738
19980402,0000,2665
19980403,0000,4842
19980404,0000,3267
19980405,0000,3667
19980406,0000,3122
19980407,0000,3144
19980408,0000,3094
19980409,0000,2490
19980410,0000,2383
19980411,0000,2951
19980412,0000,2882
19980413,0000,2819
19980414,0000,2925
19980415,0000,2499
19980416,0000,2311
19980417,0000,2172
19980418,0000,2197
19980419,0000,2484
19980420,0000,2925
19980421,0000,3733
19980422,0000,4103
19980423,0000,4427
19980424,0000,3506
19980425,0000,3118
19980426,0000,3439
19980427,0000,3781
19980428,0000,4358
19980429,0000,4973
19980430,0000,5512
19980501,0000,5828
19980502,0000,5895
19980503,0000,5997
19980504,0000,5879
19980505,0000,4837
19980506,0000,3825
19980507,0000,4270
19980508,0000,4276
19980509,0000,4244
19980510,0000,4029
19980511,0000,3775
19980512,0000,3791
19980513,0000,3350
19980514,0000,2977
19980515,0000,2816
19980516,0000,3005
19980517,0000,2744
19980518,0000,2754
19980519,0000,3196
19980520,0000,3605
19980521,0000,3380
19980522,0000,3048
19980523,0000,3536
19980524,0000,3766
19980525,0000,5601
19980526,0000,4645
19980527,0000,3504
19980528,0000,3762
19980529,0000,3825
19980530,0000,3620
19980531,0000,m
19980601,0000,6043
19980602,0000,6300
19980603,0000,5752
19980604,0000,5001
19980605,0000,6036
19980606,0000,7856
19980607,0000,8156
19980608,0000,8156
19980609,0000,7231
19980610,0000,7523
19980611,0000,7279
19980612,0000,7197
19980613,0000,7377
19980614,0000,9083
19980615,0000,10523
19980616,0000,10538
19980617,0000,9219
19980618,0000,9179
19980619,0000,9322
19980620,0000,9322
19980621,0000,9777
19980622,0000,8751
19980623,0000,7941
19980624,0000,7819
19980625,0000,7920
19980626,0000,7877
19980627,0000,7688
19980628,0000,7959
19980629,0000,8126
19980630,0000,7714
19980701,0000,7335
19980702,0000,7529
19980703,0000,7215
19980704,0000,6713
19980705,0000,6496
19980706,0000,6445
19980707,0000,6939
19980708,0000,6800
19980709,0000,6741
19980710,0000,6078
19980711,0000,5231
19980712,0000,5054
19980713,0000,4874
19980714,0000,4465
19980715,0000,4169
19980716,0000,4364
19980717,0000,4364
19980718,0000,4231
19980719,0000,3751
19980720,0000,3604
19980721,0000,3877
19980722,0000,3904
19980723,0000,3177
19980724,0000,2928
19980725,0000,2556
19980726,0000,2159
19980727,0000,2164
19980728,0000,2164
19980729,0000,1929
19980730,0000,1758
19980731,0000,1692
19980801,0000,m
19980802,0000,m
19980803,0000,1520
19980804,0000,1297
19980805,0000,1290
19980806,0000,m
19980807,0000,1150
19980808,0000,m
19980809,0000,m
19980810,0000,1159
19980811,0000,821
19980812,0000,m
19980813,0000,894
19980814,0000,896
19980815,0000,m
19980816,0000,m
19980817,0000,798
19980818,0000,643
19980819,0000,418
19980820,0000,m
19980821,0000,561
19980822,0000,m
19980823,0000,m
19980824,0000,559
19980825,0000,338
19980826,0000,377
19980827,0000,348
19980828,0000,384
19980829,0000,m
19980830,0000,m
19980831,0000,360
19980901,0000,399
19980902,0000,406
19980903,0000,348
19980904,0000,468
19980905,0000,m
19980906,0000,m
19980907,0000,m
19980908,0000,557
19980909,0000,545
19980910,0000,1239
19980911,0000,1239
19980912,0000,m
19980913,0000,m
19980914,0000,747
19980915,0000,397
19980916,0000,412
19980917,0000,412
19980918,0000,118
19980919,0000,m
19980920,0000,m
19980921,0000,323
19980922,0000,466
19980923,0000,274
19980924,0000,352
19980925,0000,79
19980926,0000,m
19980927,0000,m
19980928,0000,162
19980929,0000,352
19980930,0000,481
19981001,0000,428
19981002,0000,346
19981003,0000,m
19981004,0000,m
19981005,0000,312
19981006,0000,241
19981007,0000,338
19981008,0000,178
19981009,0000,232
19981010,0000,m
19981011,0000,m
19981012,0000,m
19981013,0000,86
19981014,0000,284
19981015,0000,239
19981016,0000,188
19981017,0000,m
19981018,0000,m
19981019,0000,0
19981020,0000,137
19981021,0000,197
19981022,0000,129
19981023,0000,112
19981024,0000,m
19981025,0000,m
19981026,0000,115
19981027,0000,287
19981028,0000,154
19981029,0000,181
19981030,0000,192
19981031,0000,m
19981101,0000,m
19981102,0000,241
19981103,0000,180
19981104,0000,174
19981105,0000,173
19981106,0000,147
19981107,0000,m
19981108,0000,m
19981109,0000,277
